BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;2;1.1581;-1.0396;-0.6546;-2.8616;-0.1225;0.0371;-2.7149;279.0687;279.0687
0;1;3;5.8647;-1.4863;-0.1711;-2.4804;2.2423;-0.6829;2.0174;32.78196;32.78196
0;2;6;0.4118;1.8909;-0.9923;2.5858;2.3018;-0.9880;2.6129;159.8208;159.8208
0;3;5;1.4915;-2.5467;0.7706;0.7335;-1.3052;1.4000;1.2693;33.94659;33.94659
0;4;1;1.4057;0.6437;0.0079;-0.6647;-0.3365;0.9989;-0.4826;65.07889;65.07889
0;5;4;0.5204;1.4933;-0.1441;-3.4020;1.6314;-0.1193;-2.9009;291.5205;291.5205
0;6;0;0.1144;-1.0030;0.6107;2.6539;-0.9405;0.6955;2.6985;267.2255;267.2255
1;7;0;0.1483;-2.7580;-0.1965;2.7859;-2.8114;-0.1682;2.9213;204.5288;204.5288
1;8;1;1.6008;0.7359;0.2131;-0.7157;1.7339;-0.4781;0.3277;169.7333;169.7333
1;9;2;0.2002;-2.4068;-0.1932;2.3860;-2.6049;-0.1958;2.3575;68.11403;68.11403
1;10;5;3.7888;-1.1161;0.5248;1.0820;2.2366;-0.0986;2.7329;340.2976;340.2976
1;11;4;1.8058;2.5986;0.5218;-1.1006;3.0000;0.1889;0.6283;4.574862;4.574862
1;12;3;4.4563;-1.2839;0.2985;2.0692;-1.9169;-1.3854;-2.0078;288.8704;288.8704
1;13;6;1.4386;0.7571;0.0335;-0.2404;0.1819;1.3486;-0.1442;4.972172;4.972172
2;14;6;0.1607;-1.3779;0.1906;-0.7759;-1.2491;0.2487;-0.8524;5.705595;5.705595
2;15;1;1.7406;-1.0423;0.6669;1.9414;-0.2136;1.4000;3.2851;296.8875;296.8875
2;16;0;4.2911;-2.4633;0.0714;0.9035;-1.7186;0.8249;-3.2549;71.46117;71.46117
2;17;3;3.2587;2.6802;-0.5541;-1.0765;2.3374;-0.5401;2.1640;276.9024;276.9024
2;18;5;0.3464;-1.0795;-1.3625;-0.6206;-0.8729;-1.0991;-0.7099;111.6631;111.6631
2;19;4;0.1022;-1.3454;-0.4382;1.0074;-1.4028;-0.5119;0.9658;172.3064;172.3064
2;20;2;5.8881;0.0895;1.2385;2.2886;2.7240;1.1993;-2.9771;211.0407;211.0407
