BlockID;TrialID;Config;StopWatch
0;0;1;2.706617
0;1;0;1.641506
0;2;2;1.445308
1;3;1;0.8614807
1;4;0;2.123283
1;5;2;2.815012
2;6;1;0.797308
2;7;0;3.488884
2;8;2;2.39735
3;9;0;1.768961
3;10;2;0.6754951
3;11;1;1.306583
4;12;2;1.3675
4;13;0;1.047848
4;14;1;1.388588
5;15;1;1.18652
5;16;2;1.716858
5;17;0;0.8968849
6;18;2;2.424706
6;19;0;2.191353
6;20;1;1.141972
7;21;1;0.9876862
7;22;0;0.9835243
7;23;2;1.147522
8;24;2;1.950729
8;25;0;1.4776
8;26;1;2.209675
9;27;1;0.8835678
9;28;0;1.129166
9;29;2;1.807674
10;30;0;1.586105
10;31;1;1.260891
10;32;2;1.373505
11;33;1;1.574406
11;34;2;2.454346
11;35;0;1.720779
12;36;2;1.783722
12;37;0;1.748802
12;38;1;1.046242
13;39;2;2.045288
13;40;1;0.9146576
13;41;0;1.37001
14;42;2;1.420044
14;43;1;1.086494
14;44;0;0.687973
15;45;2;2.16346
15;46;1;0.988205
15;47;0;0.9227295
16;48;2;1.362747
16;49;0;1.086197
16;50;1;0.9295197
17;51;2;0.9723511
17;52;1;1.442955
17;53;0;1.077896
18;54;1;0.8120499
18;55;2;1.961365
18;56;0;0.9498062
19;57;0;1.482674
19;58;1;0.7823563
19;59;2;0.8036804
