BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;4;4.913624;0.5904971;0
0;1;5;8.29859;1.217278;0
0;2;1;3.563303;0.4953206;0
0;3;0;3.128777;0.590056;0
0;4;3;6.149502;0.9727784;0
0;5;6;6.742847;1.267596;0
0;6;2;2.945141;0.4766615;0
1;7;4;6.362259;0.772041;0
1;8;6;4.931442;0.7142832;0
1;9;1;4.424534;0.4936427;0
1;10;0;3.062035;0.4510821;0
1;11;2;4.621719;0.746677;0
1;12;5;3.524544;0.5261788;0
1;13;3;2.889801;0.4596595;0
2;14;6;5.853188;1.25668;0
2;15;5;5.450951;0.7334163;0
2;16;4;4.71106;0.9903393;0
2;17;1;3.758186;0.5496917;0
2;18;2;4.344879;0.7489596;0
2;19;3;3.784805;0.7163768;0
2;20;0;6.033089;1.083943;0
