BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;4;0.2190;2.0769;0.4408;3.2250;2.2414;0.3054;3.2754;258.8381;258.8381
0;1;5;0.4274;0.4672;1.0577;-3.3904;0.7089;1.4000;-3.4743;98.57734;98.57734
0;2;3;0.2064;2.7402;-1.3185;-2.8765;2.9246;-1.4000;-2.9206;93.62744;93.62744
0;3;2;0.5005;-2.6469;-0.2284;-2.6573;-2.9143;-0.6511;-2.6388;26.88543;26.88543
0;4;1;0.1576;-1.1610;0.3161;-0.2834;-1.0243;0.2560;-0.2328;180.85;180.85
0;5;0;0.4087;2.6235;1.2451;1.5105;3.0000;1.4000;1.5465;148.1974;148.1974
0;6;6;0.4812;-2.7436;1.3349;-1.0755;-2.2774;1.4000;-1.1754;118.6276;118.6276
1;7;6;0.1608;1.5187;-1.2773;2.4558;1.6091;-1.4000;2.4047;240.7329;240.7329
1;8;3;0.4282;1.6732;-0.9014;-0.0741;1.5272;-1.3006;-0.1264;249.3407;249.3407
1;9;5;0.3491;-0.0596;0.3891;0.9586;0.1615;0.2343;1.1800;354.7774;354.7774
1;10;1;0.2747;-0.7619;1.2267;0.3019;-0.9063;1.4000;0.1450;263.3945;263.3945
1;11;0;0.3190;1.0212;-1.0949;0.8128;0.8596;-1.3640;0.7563;325.5041;325.5041
1;12;4;0.3245;1.6745;-0.2910;-0.2137;1.9365;-0.4504;-0.3198;118.6663;118.6663
1;13;2;0.1381;-2.1294;-1.3135;-2.3587;-2.1980;-1.4000;-2.2758;195.2088;195.2088
2;14;1;0.3560;-1.3139;1.1240;1.9260;-1.3276;0.7690;1.9037;191.3052;191.3052
2;15;0;0.4334;-2.3805;0.9831;-2.8543;-2.4260;1.3211;-2.5869;309.3828;309.3828
2;16;3;0.7350;-2.3069;0.7563;3.2999;-1.8333;1.2808;3.0976;0.1331234;0.1331234
2;17;4;0.7101;2.3884;-0.1241;2.0356;2.3589;-0.8329;2.0673;272.2746;272.2746
2;18;5;0.7801;-0.3919;1.1162;-3.4039;-0.7674;0.4391;-3.5000;311.8435;311.8435
2;19;2;0.3305;1.0424;-1.0357;3.1425;0.8924;-1.2843;3.3003;247.8514;247.8514
2;20;6;0.1275;-1.1004;0.2849;0.4785;-1.1950;0.3581;0.4345;131.4129;131.4129
