BlockID;TrialID;Config;StopWatch
0;0;0;2.624569
0;1;2;1.905529
0;2;1;1.181343
1;3;2;27.64954
1;4;0;3.214676
1;5;1;0.7814026
2;6;0;0.9137115
2;7;2;0.9650116
2;8;1;0.7531052
3;9;2;1.02153
3;10;1;0.7968826
3;11;0;0.83078
4;12;0;0.7148666
4;13;2;1.190781
4;14;1;0.7516556
5;15;2;1.920319
5;16;1;0.7525558
5;17;0;1.777512
6;18;1;0.7481232
6;19;2;0.8351593
6;20;0;0.7712708
7;21;2;0.9335709
7;22;0;0.9328537
7;23;1;0.8035507
8;24;2;1.58493
8;25;0;0.4522018
8;26;1;0.755722
9;27;2;2.078163
9;28;0;0.8735809
9;29;1;0.9091873
10;30;0;0.7524948
10;31;2;0.4363861
10;32;1;0.7121353
11;33;2;0.9227295
11;34;0;1.765709
11;35;1;0.7302856
12;36;1;0.8285828
12;37;0;1.889732
12;38;2;1.845802
13;39;2;0.8922043
13;40;0;0.9741821
13;41;1;1.010826
14;42;1;0.9927216
14;43;0;1.006416
14;44;2;2.896843
15;45;0;1.853798
15;46;1;0.7240753
15;47;2;3.290878
16;48;0;0.7112808
16;49;1;0.8091736
16;50;2;0.8761978
17;51;1;0.7194519
17;52;2;0.9129868
17;53;0;1.851875
18;54;1;0.8331299
18;55;0;0.6292267
18;56;2;0.7653961
19;57;0;0.7311401
19;58;2;1.20446
19;59;1;0.6169815
