BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;5;0.5629;0.9167;1.3793;-0.4510;0.9395;0.8849;-0.1828;130.3226;130.3226
0;1;6;0.1627;2.6851;-0.0796;-3.4589;2.6951;-0.0646;-3.6205;51.85701;51.85701
0;2;0;0.1353;-2.8351;0.7483;2.3487;-2.9305;0.6919;2.4264;234.6317;234.6317
0;3;2;0.5994;-2.1677;0.9626;3.2068;-1.5931;1.1062;3.2984;33.58357;33.58357
0;4;1;0.3256;-1.0825;1.3461;0.2462;-1.0544;1.5022;0.5307;154.9375;154.9375
0;5;3;0.3792;0.8567;1.1999;3.2132;1.1759;1.3009;3.0351;249.5022;249.5022
0;6;4;0.2806;-0.4936;-0.6231;-2.2043;-0.2939;-0.6123;-2.4011;140.1963;140.1963
1;7;6;1.0605;-2.7292;-1.2576;-2.0753;-2.2124;-0.3412;-1.9414;198.4567;198.4567
1;8;2;0.6121;-0.7390;-0.8001;1.1860;-0.1778;-0.5644;1.1214;80.67277;80.67277
1;9;3;0.2140;-0.2777;0.6867;0.4253;-0.1070;0.5601;0.4495;119.4022;119.4022
1;10;0;0.7013;2.0902;1.0316;-1.8527;2.6963;1.3491;-2.0063;179.1073;179.1073
1;11;5;1.7990;-1.5941;-0.5861;-2.1433;-0.3549;0.6885;-2.4185;313.5428;313.5428
1;12;1;2.6840;1.1209;-1.2473;-0.3323;2.4727;1.0671;-0.1920;343.8767;343.8767
1;13;4;0.6756;-2.1292;-1.0489;-0.8553;-1.5795;-0.7562;-0.5933;187.885;187.885
2;14;0;1.2584;-2.0230;1.3042;-0.2236;-1.0812;2.0315;0.1858;12.56072;12.56072
2;15;5;0.7332;2.6615;-0.5051;-3.0536;2.8762;0.1926;-3.1227;357.0182;357.0182
2;16;2;0.8590;-0.9557;-1.0327;-1.7317;-1.2746;-0.3651;-1.2953;117.7859;117.7859
2;17;3;1.2302;-1.3111;0.4241;-0.9494;-2.1550;-0.4653;-1.0497;81.1179;81.1179
2;18;6;0.2719;0.1079;0.4841;0.0784;0.1786;0.6911;0.2398;136.8237;136.8237
2;19;4;0.2538;-0.0952;-0.8017;2.4424;-0.1668;-1.0059;2.5750;89.62406;89.62406
2;20;1;0.8868;0.7265;-0.3852;0.5703;0.4212;0.4366;0.7035;256.5986;256.5986
