BlockID;TrialID;Config;StopWatch
0;0;0;1.06538
0;1;1;1.242241
0;2;2;1.123138
1;3;2;0.5556068
1;4;0;3.875576
1;5;1;0.9451675
2;6;0;1.157784
2;7;1;1.152359
2;8;2;1.041016
3;9;0;0.7925339
3;10;2;2.964737
3;11;1;0.9335327
4;12;1;0.8746872
4;13;0;1.236992
4;14;2;1.284676
5;15;0;1.396088
5;16;2;0.8388672
5;17;1;0.9333954
6;18;0;1.017624
6;19;2;2.305504
6;20;1;1.112724
7;21;1;0.9849091
7;22;0;1.113205
7;23;2;0.8742676
8;24;2;1.408119
8;25;0;0.9422607
8;26;1;0.8481064
9;27;2;1.856339
9;28;0;0.8502731
9;29;1;1.014175
10;30;1;0.9770279
10;31;2;1.949524
10;32;0;0.8883057
11;33;0;1.031151
11;34;1;0.8972855
11;35;2;1.236099
12;36;1;0.8311615
12;37;0;0.7803879
12;38;2;1.004906
13;39;0;1.536629
13;40;1;0.7751999
13;41;2;1.233742
14;42;1;0.7552261
14;43;0;0.8806305
14;44;2;1.289886
15;45;0;1.150139
15;46;1;0.7313766
15;47;2;0.8397446
16;48;0;0.7533035
16;49;1;0.716774
16;50;2;1.361099
17;51;2;1.332268
17;52;1;0.8157425
17;53;0;1.340324
18;54;0;0.9761429
18;55;1;0.8917694
18;56;2;1.415833
19;57;1;1.115097
19;58;2;0.8958969
19;59;0;0.6734619
