BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;3;4.449877;0.9377784;0
0;1;2;5.18741;1.145755;0
0;2;4;3.289316;0.690541;0
0;3;6;3.895336;0.8242059;0
0;4;0;3.84045;0.8395227;0
0;5;5;4.393642;0.8986944;0
0;6;1;4.189327;0.5011361;0
1;7;6;5.476784;1.081669;0
1;8;1;4.974483;0.6533309;0
1;9;2;5.334961;0.8860853;0
1;10;0;2.900089;0.4925906;0
1;11;4;3.562283;0.6817693;0
1;12;5;4.020454;0.7072899;0
1;13;3;3.219917;0.4330533;0
2;14;2;3.309975;0.4289078;0
2;15;6;4.025703;0.7833449;0
2;16;4;3.772766;0.8957021;0
2;17;5;2.943977;0.3806477;0
2;18;1;4.24765;0.5858201;0
2;19;0;4.873589;0.7936458;0
2;20;3;3.983162;0.6154616;0
