BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;3;4.875221;1.489739;0
0;1;2;4.209126;1.039662;0
0;2;5;4.01697;1.238496;0
0;3;1;3.653383;1.024707;0
0;4;6;5.267122;1.282533;0
0;5;0;3.671646;0.9603266;0
0;6;4;3.690113;1.059446;0
1;7;3;6.28091;1.704811;0
1;8;2;4.152348;0.9319704;0
1;9;1;4.699787;1.247807;0
1;10;5;3.733372;0.8769966;0
1;11;0;4.666313;0.8916336;0
1;12;6;3.935493;0.8743273;0
1;13;4;5.204681;1.383248;0
2;14;0;4.28051;1.070085;0
2;15;3;5.154274;1.019105;0
2;16;6;4.29808;1.086012;0
2;17;1;3.918633;0.6342809;0
2;18;2;8.56395;5.030315;0
2;19;5;6.799583;1.480577;0
2;20;4;5.261169;1.136661;0
