BlockID;TrialID;Config;StopWatch
0;0;0;1.835003
0;1;1;4.878033
0;2;2;3.774208
1;3;1;2.316704
1;4;2;1.811684
1;5;0;5.085011
2;6;1;2.752792
2;7;2;0.8345718
2;8;0;3.539227
3;9;0;4.482582
3;10;1;1.590244
3;11;2;1.954407
4;12;1;0.8290024
4;13;0;3.060684
4;14;2;2.826302
5;15;2;0.9448471
5;16;1;2.828018
5;17;0;1.415062
6;18;1;1.545914
6;19;2;3.002693
6;20;0;1.486969
7;21;1;2.019409
7;22;0;2.32312
7;23;2;0.7388763
8;24;0;1.36956
8;25;2;1.149139
8;26;1;1.321213
9;27;2;3.162369
9;28;1;1.410545
9;29;0;1.177666
10;30;1;1.165504
10;31;0;1.753571
10;32;2;2.381218
11;33;2;1.630264
11;34;0;1.066063
11;35;1;1.038162
12;36;0;1.717804
12;37;2;1.929337
12;38;1;1.783607
13;39;0;1.13559
13;40;2;1.707191
13;41;1;1.567627
14;42;2;2.627617
14;43;0;1.24498
14;44;1;1.162285
15;45;2;1.424667
15;46;0;1.107445
15;47;1;1.58606
16;48;0;1.169724
16;49;1;2.317825
16;50;2;1.638412
17;51;2;1.11377
17;52;0;0.8246918
17;53;1;1.667099
18;54;2;2.061111
18;55;1;1.870346
18;56;0;0.7178955
19;57;0;1.057449
19;58;1;0.9394684
19;59;2;1.121597
