BlockID;Config;StopWatch;AccDistance;AccAngle
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
0;0;2,4229;2,203403E-06;0
