BlockID;TrialID;Config;StopWatch
0;0;2;6,139505
0;1;1;1,811337
0;2;0;1,823984
1;3;2;2,344791
1;4;0;1,231735
1;5;1;2,289365
2;6;2;1,283972
2;7;1;10,90486
