BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;5;1.4763;1.4448;0.9067;1.5361;1.2755;-0.5536;1.4004;166.0685;166.0685
0;1;6;1.2807;-0.1616;-1.0699;-0.1286;0.2992;0.1225;-0.0520;348.0414;348.0414
0;2;0;0.7576;2.4995;0.8526;0.5738;2.2428;0.1401;0.5909;98.7663;98.7663
0;3;3;1.6504;2.2917;-1.3255;-2.5112;2.6308;0.2888;-2.4578;344.763;344.763
0;4;2;0.4173;-0.3661;-0.3449;-3.2229;-0.1214;-0.5372;-3.5008;44.24362;44.24362
0;5;4;0.6894;0.1205;0.2267;1.9962;0.2023;-0.4506;2.0955;178.8624;178.8624
0;6;1;2.5166;1.3346;-1.3546;1.0146;1.1806;1.1572;0.9959;9.196157;9.196157
1;7;1;0.2362;1.3585;-0.8828;0.9173;1.5835;-0.9077;0.8499;53.84091;53.84091
1;8;0;0.8344;-1.5537;1.0373;2.0527;-1.0913;0.3510;2.1602;56.96502;56.96502
1;9;6;0.2016;1.8729;-1.2817;-3.2224;1.9920;-1.1303;-3.2816;160.5826;160.5826
1;10;3;0.4339;1.9040;-0.1592;2.1095;1.6763;-0.4645;1.9018;294.5535;294.5535
1;11;4;0.4205;2.4365;-1.2515;2.6441;2.5079;-0.8488;2.5464;56.74757;56.74756
1;12;5;0.3590;-2.7479;0.0005;2.5407;-2.7718;-0.2834;2.3224;194.4776;194.4776
1;13;2;0.8773;-2.9507;0.7862;-2.9856;-2.7672;-0.0418;-3.2100;65.16438;65.16438
2;14;4;1.0179;1.3739;0.7298;1.7245;1.2010;-0.2677;1.8301;73.7477;73.7477
2;15;3;0.6208;-1.3385;0.2641;0.3912;-0.9855;-0.2448;0.3488;46.51598;46.51598
2;16;0;0.2018;-2.6911;-0.5993;2.8175;-2.5263;-0.6806;2.9009;212.6898;212.6898
2;17;1;1.5582;-0.5403;1.0614;-2.0050;-0.5907;-0.4954;-1.9601;122.645;122.645
2;18;5;1.2193;2.4647;1.3927;-2.0098;2.3173;0.1855;-2.0969;349.3676;349.3676
2;19;6;0.3595;-1.8062;-1.1944;-1.2300;-1.5134;-1.3974;-1.1820;324.2759;324.2759
2;20;2;0.5525;2.8807;-0.2074;1.5204;2.4769;-0.5727;1.6136;39.2063;39.2063
