BlockID;TrialID;Config;StopWatch
BlockID;TrialID;Config;StopWatch
0;0;1;2.07823
0;1;2;2.225177
0;2;0;2.80424
1;3;1;3.318741
1;4;0;2.716213
1;5;2;4.103949
2;6;2;1.990414
2;7;0;1.851229
2;8;1;2.656803
3;9;0;2.766628
3;10;1;2.206188
3;11;2;4.623787
4;12;1;0.8301468
4;13;2;14.11612
4;14;0;2.272732
5;15;0;3.080284
5;16;1;1.021309
5;17;2;2.759201
6;18;1;0.6715469
6;19;2;2.629272
6;20;0;2.161545
7;21;2;4.20797
7;22;0;3.239944
7;23;1;1.389091
8;24;1;2.606346
8;25;0;1.149704
8;26;2;4.122742
9;27;1;1.325401
9;28;0;1.369659
9;29;2;8.426781
10;30;1;3.307358
10;31;2;5.014778
10;32;0;2.905403
11;33;0;5.007431
11;34;1;2.39946
11;35;2;2.039841
12;36;0;1.38295
12;37;1;3.03907
12;38;2;0.9522247
13;39;0;1.466858
13;40;1;1.594788
13;41;2;2.244751
14;42;2;2.388824
14;43;0;4.459198
14;44;1;2.573883
15;45;0;3.063171
15;46;1;1.296143
15;47;2;2.315994
16;48;0;6.25769
16;49;2;0.8791962
16;50;1;2.551193
17;51;2;0.9281311
17;52;0;1.273026
17;53;1;2.46167
18;54;1;2.482437
18;55;0;0.889679
18;56;2;1.481628
19;57;1;2.151581
19;58;0;1.314621
19;59;2;4.22258
