BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;5;5.874377;0.7635574;0
0;1;6;3.59516;0.8979868;0
0;2;0;3.578899;0.9232325;0
0;3;3;3.250458;0.5289293;0
0;4;2;3.784691;0.7004995;0
0;5;4;3.299171;1.188377;0
0;6;1;4.138676;1.03856;0
1;7;1;4.372112;1.084287;0
1;8;0;5.486324;1.504114;0
1;9;6;4.100456;1.177101;0
1;10;3;4.07679;1.040099;0
1;11;4;3.787071;0.8680923;0
1;12;5;3.936783;0.9163823;0
1;13;2;3.091286;0.6721286;0
2;14;4;3.389221;0.9417275;0
2;15;3;4.129372;0.8056617;0
2;16;0;4.540802;1.133523;0
2;17;1;3.468147;0.7223643;0
2;18;5;4.236145;0.7619172;0
2;19;6;3.226395;0.9339272;0
2;20;2;3.616005;0.9888679;0
