BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;3;0.3422;1.0689;1.1853;-2.5391;1.3347;1.4000;-2.5203;76.90915;76.90915
0;1;6;0.2292;-1.3266;-0.1908;0.3954;-1.2690;0.0083;0.4932;285.8159;285.8159
0;2;0;0.2324;2.7242;-1.0220;2.4384;2.7712;-0.8094;2.5198;335.757;335.757
0;3;2;0.1733;1.9967;1.2997;-2.7983;1.9581;1.2286;-2.6451;204.6856;204.6856
0;4;1;0.2811;1.3800;0.0914;-0.4547;1.5321;0.3226;-0.5036;332.0909;332.0909
0;5;5;0.3090;1.2848;-1.2870;1.9425;1.4760;-1.4000;1.7277;164.4269;164.4269
0;6;4;0.3013;0.1471;-0.0119;2.1832;0.2120;0.2221;2.3616;44.4972;44.4972
1;7;3;0.3081;-2.2632;0.7329;0.5005;-2.3173;1.0106;0.6222;2.74508;2.74508
1;8;0;0.2875;2.6793;0.5753;-1.3286;2.8278;0.3800;-1.4786;225.4208;225.4208
1;9;1;0.2723;1.3394;-1.2290;1.4266;1.5352;-1.3297;1.5869;32.50687;32.50687
1;10;6;0.2245;-0.8961;0.7076;-1.7538;-0.8198;0.4965;-1.7490;238.3664;238.3664
1;11;5;0.3034;-0.2036;0.9887;-1.9864;-0.3339;0.9320;-1.7183;328.0124;328.0124
1;12;2;0.0251;1.0516;0.6234;-2.9586;1.0748;0.6148;-2.9541;81.67125;81.67125
1;13;4;0.3932;-2.4934;-1.1318;3.0302;-2.1351;-0.9707;3.0155;90.02809;90.02809
2;14;0;0.3239;-2.7074;-0.4946;-1.6081;-2.6247;-0.7998;-1.6784;49.5425;49.5425
2;15;6;0.2419;-0.3070;0.4712;1.0868;-0.3951;0.3111;1.2453;245.2802;245.2802
2;16;4;0.3441;-1.0011;0.3013;-1.0467;-0.9937;-0.0227;-1.1624;165.6141;165.6141
2;17;3;0.4071;-2.8445;0.7093;-0.9242;-2.7164;0.3539;-1.0759;189.5889;189.5889
2;18;1;0.3960;1.3220;-1.1989;-1.3050;1.1013;-0.8705;-1.3187;305.6653;305.6653
2;19;5;0.4371;1.4010;-0.2162;-3.4156;1.7224;-0.0131;-3.2000;104.4526;104.4526
2;20;2;0.3799;-1.9175;-1.1380;-3.4539;-1.5943;-1.0820;-3.2622;106.5178;106.5178
