BlockID;Config;StopWatch;AccDistance;AccAngle
0;0;7.252236;2.189135;0
0;1;5.169214;1.632346;0
0;2;6.807819;2.065373;0
0;3;5.538025;1.631249;0
0;4;8.739559;2.487872;0
