BlockID;TrialID;Config;StopWatch
0;0;1;1.262402
0;1;2;0.873579
0;2;0;1.041857
1;3;0;2.209936
1;4;1;1.628912
1;5;2;3.566639
2;6;0;0.8925247
2;7;1;1.747337
2;8;2;3.901794
3;9;1;1.216911
3;10;0;3.498165
3;11;2;0.5333748
4;12;2;3.770855
4;13;0;1.670231
4;14;1;1.143715
5;15;2;2.398602
5;16;0;2.160797
5;17;1;1.702976
6;18;1;1.503242
6;19;2;2.107212
6;20;0;2.226761
7;21;1;0.8396072
7;22;0;1.362892
7;23;2;2.566208
8;24;2;4.478989
8;25;1;0.9560318
8;26;0;1.269714
9;27;1;0.8265686
9;28;0;0.9403687
9;29;2;1.222595
10;30;0;2.065781
10;31;2;1.560699
10;32;1;0.735321
11;33;0;0.7859421
11;34;2;2.420761
11;35;1;2.297661
12;36;2;5.291397
12;37;1;0.9530411
12;38;0;0.727211
13;39;0;1.090698
13;40;2;1.054321
13;41;1;2.759102
14;42;2;1.225342
14;43;0;1.246498
14;44;1;1.263885
15;45;0;1.118034
15;46;1;1.57534
15;47;2;2.739891
16;48;2;2.049278
16;49;1;1.247749
16;50;0;0.9821854
17;51;0;0.9240036
17;52;1;0.9722672
17;53;2;0.908287
18;54;2;3.069122
18;55;1;0.4794922
18;56;0;0.8689957
19;57;2;1.616844
19;58;0;0.5471725
19;59;1;1.591888
