BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;3;0.3546;-1.9990;-1.1564;0.4303;-2.1159;-1.4000;0.2006;215.2018;215.2018
0;1;0;0.2532;-2.2986;-0.2132;2.7647;-2.2586;-0.4455;2.6722;294.4599;294.4599
0;2;1;2.5148;0.7952;1.2967;-1.4201;1.4704;-0.7489;-0.1224;327.2958;327.2958
0;3;4;0.1540;-2.8461;1.3563;3.4987;-3.0000;1.3529;3.5000;6.92246;6.92246
0;4;2;5.1278;2.5390;1.0907;0.6666;-1.9202;-0.6824;2.4737;114.1676;114.1676
0;5;6;1.4178;-0.1648;0.1046;-0.4935;0.0075;0.8531;0.6982;234.7196;234.7196
0;6;5;6.1884;-2.6717;0.6617;-1.8735;2.8809;-0.4238;0.6338;50.77113;50.77113
1;7;2;0.2266;2.8436;0.8780;2.9800;2.9443;0.6997;2.8829;256.3629;256.3629
1;8;1;1.1725;-0.0431;-0.2443;-1.8984;1.0533;-0.3470;-1.4957;102.0848;102.0848
1;9;3;0.2749;0.9661;0.9090;-1.8441;0.8374;1.0652;-2.0301;145.6189;145.6189
1;10;0;0.1076;2.8925;-0.0003;1.8668;3.0000;-0.0020;1.8702;135.611;135.611
1;11;5;1.1615;0.1406;0.0791;-1.2046;0.8458;0.4943;-0.3803;21.09787;21.09787
1;12;6;3.7784;1.8881;-0.1550;0.0821;-1.6598;0.2114;1.3289;58.93092;58.93092
1;13;4;0.5464;-0.2603;1.0267;0.3004;-0.3246;0.5878;-0.0188;180.8242;180.8242
2;14;5;0.2099;-2.3720;1.3479;2.5377;-2.3857;1.3683;2.3293;252.093;252.093
2;15;6;5.3927;1.7852;-0.8333;2.1719;-1.1265;-0.3251;-2.3386;192.2853;192.2853
2;16;1;0.1664;-0.5396;1.3806;-2.1692;-0.6485;1.4000;-2.2935;306.3591;306.3591
2;17;4;4.7766;0.7079;-0.2133;2.9705;1.2275;-0.2674;-1.7775;117.7583;117.7583
2;18;2;1.3729;0.9282;-0.7906;2.8571;0.3705;0.2866;3.5000;336.8765;336.8765
2;19;3;0.3354;-2.4906;0.7629;-2.8000;-2.6625;0.8583;-3.0718;56.054;56.054
2;20;0;0.7997;-2.9377;-0.3861;-2.5938;-2.4468;0.1479;-2.2570;71.95071;71.95071
