BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;3;2.892131;0.8245646;0
0;1;0;3.586322;0.8613338;0
0;2;1;3.593313;1.129341;0
0;3;4;2.550173;0.6611606;0
0;4;2;2.816919;0.5307837;0
0;5;6;3.553295;0.8988524;0
0;6;5;4.187;0.7439334;0
1;7;2;3.22533;0.6758535;0
1;8;1;2.756741;0.587993;0
1;9;3;3.549732;0.9414504;0
1;10;0;2.768246;0.7584311;0
1;11;5;3.675194;0.9119639;0
1;12;6;3.19706;0.9311352;0
1;13;4;3.247799;0.5990251;0
2;14;5;2.787464;0.7056687;0
2;15;6;3.488571;0.9468162;0
2;16;1;3.33704;0.7553343;0
2;17;4;2.341125;0.5634183;0
2;18;2;2.252541;0.5856898;0
2;19;3;3.527527;0.8314919;0
2;20;0;2.821571;0.4620351;0
