BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;3;5.4538;-2.2580;0.5743;0.2099;2.8035;0.1866;2.2037;9.283061;9.283061
0;1;5;2.7328;-0.8657;-1.1609;0.7443;-0.4542;0.0044;3.1817;186.0619;186.0619
0;2;6;2.9452;0.1011;-1.3589;-0.4039;-2.4596;-0.2822;0.5747;65.1209;65.1209
0;3;2;0.3045;1.3483;0.9816;0.2137;1.4543;1.1550;0.4404;12.745;12.745
0;4;0;4.0902;2.4016;0.9567;-3.0708;2.8420;-0.5766;0.6955;225.6582;225.6582
0;5;4;0.3013;0.4864;-0.2946;-0.8125;0.3546;-0.4801;-0.6151;49.58958;49.58958
0;6;1;1.3063;-0.3466;0.5212;2.2677;-1.2900;-0.2006;2.8114;14.89163;14.89163
1;7;0;4.7979;-1.3384;1.2404;2.0766;2.5316;-0.4453;-0.2039;332.9757;332.9757
1;8;1;1.5180;0.7387;-0.0963;-1.4341;0.9598;-0.0138;0.0655;213.1538;213.1538
1;9;4;3.8490;2.9976;0.5270;2.0718;1.3288;-0.2271;-1.3137;258.2255;258.2255
1;10;5;0.2164;2.7108;0.1408;3.1020;2.5862;0.3018;3.1753;339.8351;339.8351
1;11;6;0.4956;-1.3278;-0.6262;-2.8644;-1.2566;-0.2311;-2.5739;8.807428;8.807429
1;12;3;0.4276;-2.8272;0.3691;-1.9029;-3.1736;0.2011;-1.7169;349.3642;349.3642
1;13;2;0.2432;1.4771;0.6387;2.5189;1.5195;0.7536;2.3088;225.6705;225.6705
2;14;1;2.4425;0.8160;1.2554;-0.0389;0.5753;0.6660;-2.3970;105.0495;105.0495
2;15;3;0.7408;1.8372;-1.0358;2.4020;1.7459;-0.3066;2.3089;15.43176;15.43176
2;16;4;0.2653;2.2239;-0.4318;0.9453;2.0530;-0.4243;0.7424;186.3119;186.3119
2;17;0;2.5339;0.7948;-0.7194;-0.6458;1.6271;-0.3444;1.7179;282.9632;282.9632
2;18;6;0.6140;2.7741;0.1891;-0.9739;2.7054;-0.4148;-1.0608;82.21524;82.21524
2;19;5;0.2386;1.3670;0.3024;-2.5123;1.4846;0.3676;-2.3152;137.7621;137.7621
2;20;2;1.9163;0.0362;1.0087;-1.2475;1.3485;0.7719;-2.6237;310.9321;310.9321
