BlockID;Config;StopWatch;AccDistance;AccAngle
0;0;7.120.323;5.899.618;0
0;1;2.167.015;736.652;0
0;2;3.932.716;9.729.295;0
0;3;3.084.915;1.378.009;0
0;4;1.016.039;5.564.443;0
