BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;3;3.620085;0.7024639;0
0;1;6;2.407211;0.684837;0
0;2;2;4.697464;1.029715;0
0;3;1;2.262575;0.484035;0
0;4;4;3.184011;0.7095535;0
0;5;0;3.853172;0.8326843;0
0;6;5;4.211824;1.221169;0
1;7;4;4.269623;0.9764233;0
1;8;3;2.43203;0.4301936;0
1;9;2;4.030548;0.8764814;0
1;10;6;4.176094;1.162364;0
1;11;5;3.964386;1.060024;0
1;12;1;2.33968;0.3913395;0
1;13;0;3.453056;0.6447997;0
2;14;4;2.699043;0.6013665;0
2;15;5;2.896023;0.6708661;0
2;16;1;3.90741;0.663215;0
2;17;0;2.665756;0.4957346;0
2;18;2;3.688683;0.8992987;0
2;19;6;2.938156;0.7471758;0
2;20;3;2.242188;0.3744921;0
