BlockID;TrialID;Config;StopWatch
0;0;0;2.719939
0;1;1;1.634597
0;2;2;4.538797
1;3;1;1.591665
1;4;2;2.858843
1;5;0;2.983023
2;6;1;1.251059
2;7;2;1.868231
2;8;0;1.04455
3;9;0;2.128315
3;10;1;0.6282043
3;11;2;1.176884
4;12;1;2.049423
4;13;2;5.490337
4;14;0;5.454163
5;15;2;1.956322
5;16;1;2.235367
5;17;0;0.8404694
6;18;2;2.704784
6;19;1;1.352764
6;20;0;1.498039
7;21;0;2.422421
7;22;2;1.439995
7;23;1;2.999168
8;24;0;0.8825531
8;25;2;3.204964
8;26;1;1.366608
9;27;1;0.9691315
9;28;2;1.178413
9;29;0;1.257813
10;30;2;2.37516
10;31;1;1.009041
10;32;0;1.829185
11;33;2;1.605888
11;34;1;1.05703
11;35;0;2.330017
12;36;0;1.004204
12;37;2;1.478584
12;38;1;0.7700958
13;39;1;1.467201
13;40;2;1.245453
13;41;0;6.242241
14;42;1;0.6444397
14;43;2;0.8392944
14;44;0;0.7994232
15;45;1;1.292015
15;46;0;1.536209
15;47;2;2.715843
16;48;1;1.112999
16;49;2;1.451767
16;50;0;1.269135
17;51;0;1.436356
17;52;2;0.5264587
17;53;1;0.6107101
18;54;2;2.675034
18;55;1;1.429039
18;56;0;1.126282
19;57;0;0.9303589
19;58;1;2.482178
19;59;2;1.296112
