BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;3;5.830986;1.481936;0
0;1;2;10.98491;1.484958;0
0;2;4;5.608971;0.7113022;0
0;3;1;4.627869;0.7406253;0
0;4;5;6.445538;1.322413;0
0;5;0;4.625259;0.7115119;0
0;6;6;5.192738;0.9206295;0
1;7;6;6.363892;1.144655;0
1;8;0;8.900429;90.43803;0
1;9;2;3.504036;0.7620173;0
1;10;5;4.571823;1.092831;0
1;11;1;12.36054;0.7454672;0
1;12;4;3.938164;1.131449;0
1;13;3;4.14489;0.9905006;0
2;14;5;4.188255;1.964606;0
2;15;3;8.98468;2.778019;0
2;16;0;4.512375;0.9702926;0
2;17;2;6.802933;1.005191;0
2;18;1;5.202682;0.7451924;0
2;19;4;4.165756;1.165396;0
2;20;6;6.258011;0.7353375;0
