BlockID;TrialID;Config;StopWatch
0;0;2;5.556385
0;1;1;1.578358
0;2;0;1.759155
1;3;2;4.243244
1;4;0;2.045456
1;5;1;1.927433
2;6;1;2.19672
2;7;0;3.784317
2;8;2;3.389919
3;9;2;4.906181
3;10;0;3.788933
3;11;1;3.665306
4;12;0;3.806892
4;13;1;1.847313
4;14;2;7.993378
5;15;1;2.166771
5;16;2;1.494919
5;17;0;1.764091
6;18;1;2.221809
6;19;0;1.003487
6;20;2;2.74472
7;21;0;2.144371
7;22;2;5.379211
7;23;1;4.629517
8;24;0;2.090904
8;25;1;5.093185
8;26;2;4.589714
9;27;0;2.849876
9;28;2;5.744019
9;29;1;1.889656
10;30;0;6.754723
10;31;2;0.7552261
10;32;1;3.916573
11;33;2;3.171814
11;34;1;1.962189
11;35;0;1.382385
12;36;1;4.385284
12;37;0;2.149811
12;38;2;3.124863
13;39;2;2.331879
13;40;1;2.408096
13;41;0;4.950592
14;42;0;2.924622
14;43;2;1.977707
14;44;1;3.434174
15;45;0;2.809113
15;46;2;0.3727264
15;47;1;3.534088
16;48;1;1.72673
16;49;0;5.059601
16;50;2;2.039932
17;51;0;3.868393
17;52;2;1.917709
17;53;1;3.015228
18;54;2;3.942932
18;55;0;2.712616
18;56;1;2.436722
19;57;1;5.557053
19;58;2;3.01709
19;59;0;1.382889
