BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;6;3.254973;1.029594;0
0;1;5;3.338808;1.031348;0
0;2;4;3.885538;1.256475;0
0;3;2;3.26697;0.7762121;0
0;4;3;3.612591;1.127096;0
0;5;0;3.834492;1.098096;0
0;6;1;2.324236;0.6082368;0
1;7;4;3.079632;1.263312;0
1;8;0;3.140835;1.701297;0
1;9;6;4.323071;2.885155;0
1;10;1;3.998154;0.7885312;0
1;11;3;3.283531;0.7973095;0
1;12;5;3.572803;0.912837;0
1;13;2;2.780861;0.7333854;0
2;14;5;3.54668;1.330148;0
2;15;2;2.745411;1.36027;0
2;16;6;2.832367;0.6877286;0
2;17;4;3.358627;0.8119735;0
2;18;1;2.892479;0.8296602;0
2;19;0;2.794991;1.224185;0
2;20;3;2.469421;0.9418884;0
