BlockID;Config;StopWatch;AccDistance;AccAngle
0;0;1,902775;1,48807E-06;0
0;1;2,238021;2,239262E-06;0
0;2;1,739827;7,608935E-07;0
0;3;1,665647;1,634167E-06;0
0;4;2,401851;1,907347E-06;0
