BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;6;4.46291;0.648371;0
0;1;3;3.130262;0.5611813;0
0;2;2;3.896603;0.7565002;0
0;3;1;3.699471;0.5793096;0
0;4;0;3.769276;0.5486923;0
0;5;4;3.579895;0.3959674;0
0;6;5;5.488663;0.8425698;0
1;7;0;4.534821;0.7268862;0
1;8;6;4.607296;0.928221;0
1;9;1;4.223583;0.534753;0
1;10;2;2.751507;0.4231941;0
1;11;3;4.467014;0.6864384;0
1;12;5;4.930656;0.5199776;0
1;13;4;4.353302;0.621519;0
2;14;5;4.134659;0.7090576;0
2;15;4;4.009964;0.5834348;0
2;16;0;3.799797;0.526324;0
2;17;1;3.560776;0.6643264;0
2;18;2;3.74073;0.4430376;0
2;19;6;2.734474;0.4028308;0
2;20;3;3.98391;0.5150504;0
