BlockID;TrialID;Config;StopWatch;AccDistance;AccAngle
0;0;0;7.128632;1.504218;0
0;1;2;14.28689;43.01982;0
0;2;1;9.535629;3.092789;0
0;3;4;6.610886;1.682348;0
0;4;6;6.759613;2.650514;0
0;5;5;8.936569;0;0
0;6;3;8.533585;2.030471;0
1;7;5;7.732452;2.267137;0
1;8;0;6.635117;2.443028;0
1;9;1;9.394989;14.41047;0
1;10;3;5.436172;2.084716;0
1;11;2;5.035156;1.048404;0
1;12;6;6.221619;1.50042;0
1;13;4;6.172043;6.757035;0
2;14;5;5.090546;1.221771;0
2;15;3;5.320023;3.308959;0
2;16;6;7.74707;4.304371;0
2;17;1;5.381714;3.951544;0
2;18;2;5.212189;2.929193;0
2;19;0;4.8004;1.860317;0
2;20;4;4.528503;2.691401;0
