BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;0;0.7861;1.6561;-0.7394;-0.1571;1.2364;-1.2163;0.3059;299.4575;299.4575
0;1;2;0.6249;2.1059;-0.6990;0.0771;1.6451;-0.9230;0.4348;69.52621;69.52621
0;2;1;0.7366;-1.0274;0.0878;-1.2047;-1.4976;-0.3148;-0.8053;126.244;126.244
0;3;4;1.3237;1.5066;0.6654;-0.3412;1.1776;-0.5333;-0.7962;62.98041;62.98041
0;4;6;0.7814;-0.7166;0.8162;-3.3855;-0.8921;0.0573;-3.3227;63.59071;63.59071
0;5;5;3.6546;-2.0398;-0.5954;-2.5732;-2.0398;-0.8622;1.0717;257.4626;257.4626
0;6;3;1.0763;2.8343;-0.9430;-1.3798;3.1896;0.0667;-1.4923;106.5613;106.5613
1;7;5;0.5111;-0.0956;-1.2000;0.5951;0.2151;-0.8136;0.4710;147.4889;147.4889
1;8;0;1.1561;-1.0591;0.0947;-2.7982;-1.2668;-1.0249;-2.9978;131.2028;131.2028
1;9;1;1.2250;-1.3091;1.2919;-0.3887;-1.7713;0.1579;-0.4222;337.2474;337.2474
1;10;3;0.6129;2.2028;-1.2149;3.1820;2.6931;-0.8892;3.0114;86.55618;86.55618
1;11;2;0.4157;-2.8263;-0.7096;2.2995;-2.6586;-1.0499;2.1296;89.87662;89.87662
1;12;6;0.3551;-1.6113;-1.1228;-2.5896;-1.3295;-0.9318;-2.4889;219.2857;219.2857
1;13;4;0.5092;1.7679;-1.0645;-0.6219;1.8947;-0.8430;-0.1814;256.2591;256.2591
2;14;5;1.6499;-1.9023;0.8712;3.2522;-2.3225;-0.7207;3.1456;73.55695;73.55695
2;15;3;1.0411;-2.2181;-0.7015;1.0163;-2.3310;-1.5162;0.3781;74.68944;74.68944
2;16;6;0.3555;2.1649;-0.1896;-0.1496;2.0417;-0.4588;-0.3465;15.23765;15.23765
2;17;1;2.2052;-1.2188;0.9513;-1.5600;-1.3540;-1.2318;-1.8411;273.2728;273.2728
2;18;2;0.7961;-2.1423;0.3581;2.4153;-2.5087;-0.0991;2.9543;197.2445;197.2445
2;19;0;1.0196;2.1115;0.1693;-2.4556;2.0951;-0.7580;-2.8793;155.3547;155.3547
2;20;4;0.2828;-0.1450;0.3641;1.2699;-0.2552;0.3585;1.5302;357.2315;357.2315
