BlockID;TrialID;Config;StopWatch
0;0;2;1.876394
0;1;1;1.379972
0;2;0;1.050766
1;3;0;0.9518433
1;4;2;1.49201
1;5;1;1.033045
2;6;0;1.003643
2;7;1;0.5776367
2;8;2;0.8166122
3;9;0;0.8644791
3;10;1;0.8597908
3;11;2;0.8781509
4;12;2;0.9242859
4;13;1;0.6401787
4;14;0;0.7827225
5;15;0;0.8647385
5;16;2;0.9660759
5;17;1;0.9605713
6;18;0;1.08503
6;19;1;1.002377
6;20;2;0.6640244
7;21;0;2.056282
7;22;1;0.9404335
7;23;2;1.154366
8;24;0;0.8111496
8;25;2;1.98785
8;26;1;0.8408241
9;27;1;0.9418945
9;28;2;1.501289
9;29;0;0.7646141
10;30;1;0.7236252
10;31;0;1.577164
10;32;2;1.308231
11;33;2;1.411114
11;34;0;0.9024429
11;35;1;0.6483307
12;36;1;0.8877335
12;37;2;0.9710464
12;38;0;0.5950851
13;39;2;0.747261
13;40;1;0.8971558
13;41;0;0.7163696
14;42;2;0.8520889
14;43;0;0.8931198
14;44;1;1.048523
15;45;0;0.6832733
15;46;2;1.593452
15;47;1;0.7738342
16;48;0;1.508698
16;49;1;0.7142487
16;50;2;1.587868
17;51;0;0.7931747
17;52;1;0.6494675
17;53;2;0.8911285
18;54;1;0.6582413
18;55;2;2.697868
18;56;0;1.616241
19;57;0;0.9089737
19;58;2;0.6658325
19;59;1;0.6787109
