BlockID;TrialID;Config;StopWatch
0;0;2;1.869537
0;1;1;1.866894
0;2;0;1.17818
1;3;0;1.606042
1;4;1;1.123919
1;5;2;5.29278
2;6;0;3.209846
2;7;2;1.683407
2;8;1;3.274981
3;9;1;1.505701
3;10;2;3.248642
3;11;0;2.827091
4;12;2;2.799015
4;13;1;1.669151
4;14;0;3.237019
5;15;1;0.9257584
5;16;0;1.547287
5;17;2;2.144089
6;18;0;2.500263
6;19;1;2.071545
6;20;2;2.07494
7;21;0;1.361797
7;22;2;2.197746
7;23;1;1.538509
8;24;0;1.98991
8;25;2;1.006874
8;26;1;1.432945
9;27;2;1.526917
9;28;0;3.832481
9;29;1;1.399994
10;30;1;1.67794
10;31;2;1.135582
10;32;0;1.353706
11;33;0;1.846336
11;34;2;3.321808
11;35;1;1.508369
12;36;0;1.436989
12;37;1;1.005493
12;38;2;1.635818
13;39;1;2.144974
13;40;2;1.306107
13;41;0;1.044846
14;42;1;1.615204
14;43;0;0.8917923
14;44;2;0.5288239
15;45;2;0.8402328
15;46;1;1.791962
15;47;0;0.9364395
16;48;2;1.986671
16;49;0;0.9220352
16;50;1;1.492905
17;51;2;4.845284
17;52;0;1.348083
17;53;1;1.605804
18;54;0;0.9979172
18;55;2;1.643448
18;56;1;0.9156799
19;57;2;4.087379
19;58;0;1.423645
19;59;1;1.300575
